Roaster,Name,Rating,Roaster Location,Coffee Origin,Roast Level,DollarsPerOz,Aroma,Flavor,Agtron Ext,Agtron Gnd,Roast_Level_num,Latitude,Longitude
Victrola Coffee Roasters,"Honduras Santa Barbara Las Brisas, Denis Teruel",92,Washington,Honduras,Medium-Light,1.44,8,9,58,66,1,15.0,-86.5
Ragamuffin Coffee Roasters,Guatemala Acatenango Gesha,93,California,Guatemala,Medium-Light,3.33,8,9,58,74,1,15.5,-90.25
Ragamuffin Coffee Roasters,Ethiopia Konga,92,California,Ethiopia,Medium-Light,1.58,9,9,54,72,1,8.0,38.0
Bar Nine,"Lomi Tasha Worka, Ethiopia",95,California,Ethiopia,Light,2.08,9,10,64,85,0,8.0,38.0
Hula Daddy,Laura’s Reserve SL-28,94,Hawai,Hawaii,Medium,4.49,9,9,53,68,2,19.8968,-155.5828
HiLine Coffee,FlatIron Medium,92,New York,Ethiopia,Medium-Light,0.62,9,9,57,74,1,8.0,38.0
Parisi Artisan Coffee,Kenya Kia Kiamarigo AA,92,Kansas,Kenya,Medium-Light,1.44,8,9,59,74,1,1.0,38.0
Wonderstate Coffee,Kenya Mbeguka AA,93,Wisconsin,Kenya,Medium-Light,1.54,9,9,58,81,1,1.0,38.0
Wonderstate Coffee,Organic Colombia Fondo Paez,91,Wisconsin,Colombia,Medium-Light,1.31,9,8,60,74,1,4.0,-72.0
PT's Coffee Roasting Co.,Auromar Camilina Geisha,95,Kansas,Panama,Light,5.0,9,9,62,88,0,9.0,-80.0
Olympia Coffee Roasting,Holiday Blend,95,Washington,El Salvador,Medium-Light,1.44,9,9,59,78,1,13.83,-88.92
Old Soul Co.,Ethiopia Wenago Natural,95,California,Ethiopia,Medium-Light,1.5,9,9,55,73,1,8.0,38.0
Temple Coffee and Tea,Panama Esmeralda Especial Geisha Bosque 2,94,California,Panama,Medium,7.75,9,10,50,65,2,9.0,-80.0
Dragonfly Coffee Roasters,Nicaragua Pacamara Reserve Los Congos,94,Colorado,Nicaragua,Medium-Light,1.5,9,9,57,73,1,13.0,-85.0
Flight Coffee Co.,Holiday Blend,93,New Hampshire,Guinea,Medium-Light,1.21,9,9,59,80,1,11.0,-10.0
Seattle Coffee Works,Holiday Blend,93,Washington,Ethiopia,Light,1.2,9,9,61,83,0,8.0,38.0
Velton's Coffee,Holiday Blend,93,Washington,Guatemala,Medium,1.09,8,9,54,67,2,15.5,-90.25
Good Land Organics,California Grown Coffee: Caturra 2014 Crop,91,California,California,Light,5.4,9,8,65,80,0,38.0,-97.0
Chocolate Fish Coffee Roasters,Kenya Kaiguri Peaberry,93,California,Kenya,Medium-Light,1.4,9,9,54,78,1,1.0,38.0
BeanFruit Coffee Co.,Guatemala Jimenez Vasquez micro-lot,90,Mississippi,Guatemala,Medium-Light,1.17,8,8,52,75,1,15.5,-90.25
Papa Lin's Coffee Roasting,Ethiopia Ninety Plus Hachira N2,95,New York,Ethiopia,Medium,2.5,10,9,51,67,2,8.0,38.0
Barrington Coffee Roasting Co.,Perci Red Panama Gesha,95,Massachusetts,Panama,Light,6.04,9,9,74,101,0,9.0,-80.0
Allegro Coffee Roasters,Kenya Karagoto,94,California,Kenya,Medium,1.08,9,9,54,66,2,1.0,38.0
Barrington Coffee Roasting Co.,Nekisse Natural Process Ethiopia,94,Massachusetts,Ethiopia,Light,2.58,9,9,64,89,0,8.0,38.0
Allegro Coffee,Costa Rica Santa Rosa 1900,93,California,Costa Rica,Medium-Light,1.08,9,9,55,67,1,10.0,-84.0
Barrington Coffee Roasting Co.,Lycello Panama Gesha,93,Massachusetts,Panama,Light,3.95,9,9,66,93,0,9.0,-80.0
Allegro Coffee,Sulawesi Toarco Peaberry,90,California,Indonesia,Medium,1.08,9,8,50,63,2,-5.0,120.0
Allegro Coffee,Java Sunda Hejo Micro-Lot,88,California,Indonesia,Medium,1.08,8,8,49,58,2,-5.0,120.0
Revel Coffee,Kenya Gondo,93,Montana,Kenya,Light,1.21,9,9,63,85,0,1.0,38.0
Paradise Roasters,Ethiopia Yirgacheffe Gutiti,94,Minnesota,Ethiopia,Medium,1.41,10,9,52,69,2,8.0,38.0
JBC Coffee Roasters,Ulos Batak Sumatra Peaberry,95,Wisconsin,Sumatra,Medium-Light,1.54,9,9,54,78,1,-5.0,120.0
JBC Coffee Roasters,Emilse Luna Colombia,91,Wisconsin,Colombia,Light,1.19,9,8,63,80,0,4.0,-72.0
Lexington Coffee Roasters,Ethiopia Konga,94,Virginia,Ethiopia,Medium-Light,1.41,9,9,56,76,1,8.0,38.0
Lexington Coffee Roasters,Kenya Kieni,93,Virginia,Kenya,Medium-Light,1.46,9,9,51,77,1,1.0,38.0
Lexington Coffee Roasters,Papua New Guinea Kimel,92,Virginia,Guinea,Medium-Light,1.16,8,9,53,73,1,11.0,-10.0
Lexington Coffee Roasters,Colombia Cauca,91,Virginia,Colombia,Medium-Light,1.25,8,9,59,80,1,4.0,-72.0
BeanFruit Coffee Co.,Costa Rica Finca El Llano,90,Mississippi,Costa Rica,Medium-Light,1.17,8,8,55,80,1,10.0,-84.0
Geisha Coffee Roaster,Panama Mama Cata Natural,95,Florida,Panama,Medium,2.83,9,9,42,63,2,9.0,-80.0
Hula Daddy,High Mountain Red Bourbon,95,Hawai,Hawaii,Medium-Light,4.37,9,9,61,77,1,19.8968,-155.5828
Old Soul Co.,Nicaragua Pacamara Reserve Los Congos,94,California,Nicaragua,Medium-Light,1.5,9,9,56,73,1,13.0,-85.0
Temple Coffee and Tea,Panama Duncan Natural Gesha,94,California,Panama,Light,5.88,9,9,61,81,0,9.0,-80.0
Revel Coffee,Guatemala Acatenango Gesha,94,Montana,Guatemala,Light,2.75,9,9,72,87,0,15.5,-90.25
PT's Coffee Roasting Co.,El Socorro Pacamara Guatemala,93,Kansas,Guatemala,Medium-Light,1.9,9,9,60,78,1,15.5,-90.25
Dragonfly Coffee Roasters,Esmeralda Leon Natural Geisha,93,Colorado,Panama,Medium-Light,6.06,9,9,55,75,1,9.0,-80.0
Equator Coffees & Teas,Colombia Cerro Azul Enano,93,California,Colombia,Light,1.5,9,9,60,82,0,4.0,-72.0
Papa Lin's Coffee Roasting,Kenya AA Kirimahiga,92,New York,Kenya,Medium-Light,1.5,9,9,51,73,1,1.0,38.0
Giv COFFEE,Nicaragua Mozonte ‘Elephant Bean’ Natural,92,Connecticut,Nicaragua,Medium-Light,1.17,9,9,59,79,1,13.0,-85.0
Spyhouse Coffee Roasting,Imperial Reserve Juan Pena La Papaya Washed,91,Minnesota,Ecuador,Medium-Light,1.83,8,9,52,72,1,-2.0,-77.5
Caribou Coffee,Reindeer Blend,89,Minnesota,Indonesia,Medium-Dark,1.0,8,8,39,44,3,-5.0,120.0
Klatch Coffee,Kenya Kigwandi AA,94,California,Kenya,Medium-Light,1.66,9,9,53,70,1,1.0,38.0
JBC Coffee Roasters,Aeknauli Sumatra,92,Wisconsin,Sumatra,Medium-Light,1.19,8,9,57,71,1,-5.0,120.0
Path Coffee Roasters,Loma Alta El Salvador,91,New York,El Salvador,Medium-Light,1.2,8,9,56,70,1,13.83,-88.92
Flight Coffee Co.,Rwanda Tumba Cocatu,92,New Hampshire,Rwanda,Medium,1.21,9,9,50,58,2,-2.0,30.0
Equator Coffees & Teas,Guatemala Finca El Valle Antigua,92,California,Guatemala,Medium-Light,1.25,9,9,56,73,1,15.5,-90.25
Nossa Familia Coffee,MIG Washing Station Gikongoro Rwanda,89,Oregon,Rwanda,Medium-Light,1.17,8,8,58,75,1,-2.0,30.0
Café Moto,Nicaragua Las Hermanas FTO,88,California,Nicaragua,Medium-Dark,0.91,7,8,44,55,3,13.0,-85.0
DCR Coffee (Dillanos Coffee Roasters),Honey Margarita Colombia,87,Washington,Colombia,Medium,1.33,8,7,52,64,2,4.0,-72.0
Wonderstate Coffee,Kenya Mathew Mugo,94,Wisconsin,Kenya,Medium-Light,1.5,9,9,61,79,1,1.0,38.0
Wonderstate Coffee,Organic Ethiopian Banko Natural,94,Wisconsin,Ethiopia,Medium-Light,1.4,9,9,59,75,1,8.0,38.0
Wonderstate Coffee,Organic Ethiopian Hama Special Prep,91,Wisconsin,Ethiopia,Medium-Light,1.48,8,9,57,75,1,8.0,38.0
Coastal Peaks Coffee,Kenya Nyeri,94,California,Kenya,Medium,1.5,9,9,52,62,2,1.0,38.0
Uncommon Grounds Coffee and Tea,Ethiopia Yirgacheffe Borboya Washing Station,92,Vermont,Ethiopia,Medium,1.12,8,9,52,66,2,8.0,38.0
Caffe Luxxe,Kenya Nyeri Othaya Peaberry,90,California,Kenya,Medium-Dark,1.42,8,8,45,54,3,1.0,38.0
Wood Burl Coffee Roasters,Kenya AA Wanjengi,90,Ohio,Kenya,Medium-Light,1.5,8,8,60,79,1,1.0,38.0
PT's Coffee Roasting Co.,Konga Natural Ethiopia,94,Kansas,Ethiopia,Light,1.49,9,10,62,84,0,8.0,38.0
BeanFruit Coffee Co.,Ethiopia Chele’ Lektu,94,Mississippi,Ethiopia,Medium,1.17,9,9,52,68,2,8.0,38.0
PT's Coffee Roasting Co.,Costa Rica Cafetín San Martin 2000m,93,Kansas,Costa Rica,Light,1.56,8,9,61,82,0,10.0,-84.0
JBC Coffee Roasters,Misty Valley Ethiopia,93,Wisconsin,Ethiopia,Medium-Light,1.21,9,9,57,72,1,8.0,38.0
PT's Coffee Roasting Co.,El Socorro Maracaturra,92,Kansas,Guatemala,Light,1.71,9,9,65,83,0,15.5,-90.25
JBC Coffee Roasters,Miravalle Honduras,91,Wisconsin,Honduras,Light,1.19,9,9,63,83,0,15.0,-86.5
Temple Coffee and Tea,Ethiopia Boke Natural Grade 1 Espresso,94,California,Ethiopia,Medium-Light,1.46,9,9,56,66,1,8.0,38.0
True Stone Coffee,Colombia Inza Cauca,90,Minnesota,Colombia,Medium-Light,0.94,8,8,55,68,1,4.0,-72.0
Paradise Roasters,Sumatra Tano Batak,93,Minnesota,Sumatra,Medium,1.16,9,9,50,57,2,-5.0,120.0
Parisi Artisan Coffee,Ethiopia Yirgacheffe Gutiti,93,Kansas,Ethiopia,Medium-Light,1.33,9,10,55,69,1,8.0,38.0
Parisi Artisan Coffee,Kenya Ruarai AB,93,Kansas,Kenya,Medium-Light,1.31,9,9,58,65,1,1.0,38.0
JBC Coffee Roasters,Kochoha Espresso,94,Wisconsin,Ethiopia,Medium-Light,1.24,9,9,56,72,1,8.0,38.0
JBC Coffee Roasters,Deri Kochoha Ethiopia,93,Wisconsin,Ethiopia,Medium-Light,1.24,9,9,56,72,1,8.0,38.0
Chocolate Fish Coffee Roasters,Costa Rica Cerro San Luis Honey,91,California,Costa Rica,Light,1.42,8,9,66,82,0,10.0,-84.0
The WestBean Coffee Roasters,Kenya Nyeri Giakanja,95,California,Kenya,Medium,1.75,9,9,50,55,2,1.0,38.0
PT's Coffee Roasting Co.,Rusty’s Hawaiian,92,Kansas,Hawaii,Light,2.5,8,9,68,89,0,19.8968,-155.5828
PT's Coffee Roasting Co.,Colombia Granja La Esperanza Grand Cru Mokka,93,Kansas,Colombia,Light,2.5,9,9,60,83,0,4.0,-72.0
Temple Coffee and Tea,Ethiopia Amaro Gayo Natural,93,California,Ethiopia,Medium-Light,1.5,9,9,58,76,1,8.0,38.0
Topeca Coffee Roasters,Manzano Honey Process El Salvador,92,Oklahoma,El Salvador,Medium-Light,1.25,8,9,56,75,1,13.83,-88.92
Klatch Coffee,Panama Ironman Camilina Geisha,97,California,Panama,Medium-Light,6.24,10,10,58,80,1,9.0,-80.0
Dragonfly Coffee Roasters,Panama Estate Reserve: Elida Estate Natural,94,Colorado,Panama,Medium-Light,1.5,9,9,58,80,1,9.0,-80.0
Thanksgiving Coffee,Byron’s Maracaturra Natural Nicaragua,94,California,Nicaragua,Light,1.38,9,9,64,80,0,13.0,-85.0
Compelling & Rich,Panama Chiriqui Finca Santa Teresa Geisha,94,California,Panama,Light,2.25,9,9,72,87,0,9.0,-80.0
Chocolate Fish Coffee Roasters,Costa Rica Cerro San Luis Natural,94,California,Costa Rica,Medium-Light,1.49,9,9,57,74,1,10.0,-84.0
Old Soul Co.,Panama Elida Natural Lot #5,93,California,Panama,Medium-Light,1.12,9,9,56,79,1,9.0,-80.0
Spyhouse Coffee Roasting,Finca Angelina Costa Rica Honey,93,Minnesota,Costa Rica,Light,1.5,9,9,65,82,0,10.0,-84.0
Equator Coffees & Teas,El Salvador Finca Himalaya Honey,93,California,El Salvador,Medium,1.21,9,9,52,69,2,13.83,-88.92
Seattle Coffee Works,Costa Rica Las Lajas Perla Negra Natural,93,Washington,Costa Rica,Medium-Light,1.45,9,9,58,80,1,10.0,-84.0
Cafe Grumpy,El Salvador Malacara B,93,New York,El Salvador,Medium-Light,1.5,8,9,59,78,1,13.83,-88.92
Big Shoulders Coffee,Costa Rica Lobos 1 Rio Jorca,93,Illinois,Costa Rica,Medium-Light,1.46,8,9,56,76,1,10.0,-84.0
Cafe Grumpy,Guatemala La Bolsa,93,New York,Guatemala,Medium-Light,1.5,8,9,59,77,1,15.5,-90.25
Caribou Coffee,Kathakwa Kenya,93,Minnesota,Kenya,Medium,1.06,9,9,52,66,2,1.0,38.0
Klatch Coffee,El Salvador Cerro Las Ranas Espresso,94,California,El Salvador,Medium-Dark,1.33,9,9,44,50,3,13.83,-88.92
Klatch Coffee,El Salvador Las Mercedes Pacamara Honey,93,California,El Salvador,Medium-Light,1.21,9,9,57,75,1,13.83,-88.92
Paradise Roasters,Hawaii Isla Espresso,93,Minnesota,Hawaii,Medium-Dark,2.5,9,9,49,52,3,19.8968,-155.5828
Paradise Roasters,Mexico Pacho Nuevo,92,Minnesota,Mexico,Medium-Light,1.25,9,9,60,77,1,23.0,-102.0
Paradise Roasters,Sumatra Absynia,91,Minnesota,Sumatra,Medium,1.66,8,9,48,57,2,-5.0,120.0
Mystic Monk Coffee,Kenyan Kabare,91,Wyoming,Kenya,Medium,1.17,8,9,52,63,2,1.0,38.0
Equator Coffees & Teas,Ka’u Rusty’s Kenya Style Washed,93,California,Hawaii,Light,3.74,9,9,70,85,0,19.8968,-155.5828
Thanksgiving Coffee,Mahina Mele Kona,93,California,Hawaii,Medium-Light,3.46,9,9,50,73,1,19.8968,-155.5828
Rusty's Hawaiian Coffee,Classic Roast,93,Hawai,Hawaii,Medium,2.38,9,9,53,67,2,19.8968,-155.5828
Hula Daddy,High Mountain Io Fancy Light Roast,92,Hawai,Hawaii,Medium-Light,4.12,8,9,59,77,1,19.8968,-155.5828
Big Island Coffee Roasters,Hawai’i Puna Kazumura,92,Hawai,Hawaii,Medium-Light,2.25,9,9,56,68,1,19.8968,-155.5828
Cafe Virtuoso,Hawaiian Kona Pau Hana Estate,92,California,Hawaii,Medium,4.38,9,9,53,65,2,19.8968,-155.5828
Downtown Coffee,100% Kona Fancy,91,Hawai,Hawaii,Medium,3.91,8,9,50,69,2,19.8968,-155.5828
Shearwater Organic Coffee Roasters,Organic Homacho Waeno Ethiopia,92,Connecticut,Ethiopia,Medium-Light,1.25,9,9,54,68,1,8.0,38.0
Old Soul Co.,Panama Elida Estate: Washed,93,California,Panama,Medium,1.5,9,9,50,70,2,9.0,-80.0
JBC Coffee Roasters,Kii Kenya,94,Wisconsin,Kenya,Medium-Light,1.66,9,9,58,73,1,1.0,38.0
JBC Coffee Roasters,Harfusa Ethiopia Yirgacheffe Fair Trade Organic,93,Wisconsin,Ethiopia,Medium-Light,1.4,8,9,56,76,1,8.0,38.0
JBC Coffee Roasters,Kii Kenya Espresso,92,Wisconsin,Kenya,Medium-Light,1.66,8,9,58,73,1,1.0,38.0
Temple Coffee and Tea,Ethiopia Boke Washed Grade 1,95,California,Ethiopia,Medium-Light,1.42,9,10,57,82,1,8.0,38.0
Wild Goose Coffee Roasters,Kenya Kahiriga,94,California,Kenya,Medium-Light,1.54,8,9,56,74,1,1.0,38.0
Klatch Coffee,Ethiopian Kochere Washed,93,California,Ethiopia,Medium-Light,1.25,9,9,52,71,1,8.0,38.0
The WestBean Coffee Roasters,Ethiopian Yirgacheffe Aricha,91,California,Ethiopia,Medium-Light,1.19,9,9,57,74,1,8.0,38.0
JBC Coffee Roasters,Chaquiro Colombia,91,Wisconsin,Colombia,Medium-Light,1.21,9,8,61,78,1,4.0,-72.0
Bird Rock Coffee Roasters,Elida Estate Panama,95,California,Panama,Medium-Light,2.17,10,9,57,74,1,9.0,-80.0
Flight Coffee Co.,Kenya Baragwi Kagongo Peaberry,94,New Hampshire,Kenya,Medium,1.21,9,9,49,71,2,1.0,38.0
Flight Coffee Co.,Lift Off Espresso,93,New Hampshire,Brazil,Medium-Light,0.94,9,9,52,71,1,-10.0,-55.0
Flight Coffee Co.,Costa Rica Helsar Manuel Macho Arce,92,New Hampshire,Costa Rica,Medium-Light,1.21,8,9,52,71,1,10.0,-84.0
JBC Coffee Roasters,El Guamal Colombia,92,Wisconsin,Colombia,Light,1.23,8,9,67,83,0,4.0,-72.0
Bird Rock Coffee Roasters,Sumatra Ulos Batak,96,California,Sumatra,Medium,1.5,10,10,53,68,2,-5.0,120.0
Bird Rock Coffee Roasters,Washed Yirgacheffe,94,California,Ethiopia,Medium-Light,1.58,9,9,54,76,1,8.0,38.0
Revel Coffee,Ethiopia Natural Aricha,93,Montana,Ethiopia,Medium-Light,1.15,9,9,61,79,1,8.0,38.0
Lexington Coffee Roasters,Kenya Kikai,95,Virginia,Kenya,Medium-Light,1.48,9,9,57,77,1,1.0,38.0
Lexington Coffee Roasters,Guatemala ASDECAFE,92,Virginia,Guatemala,Medium-Light,1.12,8,9,55,75,1,15.5,-90.25
Lexington Coffee Roasters,Ethiopia Kochere,91,Virginia,Ethiopia,Medium,1.33,8,9,50,65,2,8.0,38.0
Victrola Coffee Roasters,Rwanda Hinga Kawa,93,Washington,Rwanda,Medium,1.38,9,9,52,65,2,-2.0,30.0
Paradise Roasters,Mexico CESMACH FTO,92,Minnesota,Mexico,Medium-Light,1.25,9,9,60,76,1,23.0,-102.0
Victrola Coffee Roasters,Burundi Mpanga,92,Washington,Burundi,Medium-Light,1.56,8,9,58,69,1,-3.5,30.0
Just Love Coffee Roasters,Mexican Vera Cruz Finca Kassandra,90,Tennessee,Mexico,Medium,1.5,8,9,48,61,2,23.0,-102.0
Barrington Coffee Roasting Co.,Las Margaritas Colombia Gesha,92,Massachusetts,Colombia,Medium-Light,3.2,9,9,59,74,1,4.0,-72.0
Barrington Coffee Roasting Co.,El Diamante Huehuetenango Guatemala,92,Massachusetts,Guatemala,Medium-Light,1.37,8,9,55,71,1,15.5,-90.25
Flight Coffee Co.,Ethiopia Yirgacheffe Kore Kochore,94,New Hampshire,Ethiopia,Medium-Light,1.21,9,9,59,76,1,8.0,38.0
Caribou Coffee,Sombra del Poro Costa Rica,88,Minnesota,Costa Rica,Medium,0.94,7,8,49,57,2,10.0,-84.0
Paradise Roasters,SO Espresso Brazil Fazenda Rainha Natural,94,Minnesota,Brazil,Medium,1.08,9,9,54,66,2,-10.0,-55.0
Regular Coffee,Regular Coffee,90,Michigan,Colombia,Medium,1.25,8,8,54,63,2,4.0,-72.0
Allegro Coffee,Organic Colombia El Roble,89,Colorado,Colombia,Medium,1.0,8,8,56,63,2,4.0,-72.0
Revel Coffee,Papua New Guinea,90,Montana,Guinea,Medium-Light,1.06,8,8,56,71,1,11.0,-10.0
Topeca Coffee Roasters,Sulawesi Toarco Jaya,91,Oklahoma,Indonesia,Light,1.25,8,9,63,82,0,-5.0,120.0
Allegro Coffee,Papua New Guinea Baroida,91,Colorado,Guinea,Medium,1.0,9,9,54,64,2,11.0,-10.0
Ghost Town Coffee Roasters,Sulawesi Toraja Mamasa,91,Montana,Indonesia,Medium,1.08,9,9,48,64,2,-5.0,120.0
PT's Coffee Roasting Co.,Papua New Guinea Sihereni,92,Kansas,Guinea,Medium-Light,1.25,8,9,58,75,1,11.0,-10.0
Blueprint Coffee,Sulawesi Tana Toraja,92,Missouri,Indonesia,Medium-Light,1.67,9,9,61,78,1,-5.0,120.0
Chromatic Coffee,Papua New Guinea Kunjin,94,California,Guinea,Light,1.38,9,9,64,82,0,11.0,-10.0
Caffe Luxxe,Ethiopia Sidama Ardi,94,California,Ethiopia,Medium,1.42,10,9,52,61,2,8.0,38.0
BeanFruit Coffee Co.,Colombia Piendamo Regional Select,92,Mississippi,Colombia,Medium-Light,1.17,9,9,60,75,1,4.0,-72.0
Allegro Coffee,Costa Rica Dota,88,Colorado,Costa Rica,Medium,0.83,8,8,54,67,2,10.0,-84.0
Allegro Coffee,Organic Peru Cecovasa,88,Colorado,Peru,Medium,1.0,8,8,55,62,2,-10.0,-76.0
Allegro Coffee,Colombia Agustino Forest,90,Colorado,Colombia,Medium,0.83,8,8,53,62,2,4.0,-72.0
Allegro Coffee,Kenya Grand Cru,93,Colorado,Kenya,Medium,1.17,9,9,52,62,2,1.0,38.0
JBC Coffee Roasters,Celinga Ethiopia Espresso,94,Wisconsin,Ethiopia,Medium-Light,1.38,9,9,57,73,1,8.0,38.0
JBC Coffee Roasters,Celinga Ethiopia,95,Wisconsin,Ethiopia,Medium-Light,1.38,9,10,57,73,1,8.0,38.0
Cafe Grumpy,Kochere Yirgacheffe Ethiopia,92,New York,Ethiopia,Medium-Light,1.5,9,9,58,72,1,8.0,38.0
Cafe Grumpy,Las Flores Honduras,90,New York,Honduras,Medium-Light,1.42,8,8,61,72,1,15.0,-86.5
Temple Coffee and Tea,Brazil Serra Do Bone,93,California,Brazil,Light,1.46,9,9,65,84,0,-10.0,-55.0
Temple Coffee and Tea,Brazil Araponga Temple Select,92,California,Brazil,Medium-Light,1.33,9,9,61,77,1,-10.0,-55.0
Spyhouse Coffee Roasters,Colombia Santiago Joven,93,Minnesota,Colombia,Medium-Light,1.42,9,9,57,77,1,4.0,-72.0
Topeca Coffee Roasters,Ethiopia Ardi,92,Oklahoma,Ethiopia,Light,1.25,9,9,68,96,0,8.0,38.0
Wonderstate Coffee,Congo Muungano,92,Wisconsin,Congo,Medium-Light,1.31,8,9,58,79,1,-1.0,15.0
Revel Coffee,Burundi Kayanza Gitika,92,Montana,Burundi,Light,1.02,9,9,64,84,0,-3.5,30.0
Caribou Coffee,Flor Del Huila,91,Minnesota,Colombia,Medium,1.06,8,9,53,58,2,4.0,-72.0
Caribou Coffee,Tanzania Nyoni,90,Minnesota,Tanzania,Medium,1.06,8,8,48,59,2,-6.0,35.0
Caribou Coffee,Copan Honduras,89,Minnesota,Honduras,Medium,1.06,8,8,54,59,2,15.0,-86.5
Cambria Coffee,Ethiopia Danch Meng,94,California,Ethiopia,Medium-Light,1.62,9,9,57,77,1,8.0,38.0
Compelling & Rich,Ethiopia Sidamo Bokasso Coop,91,California,Ethiopia,Medium-Light,1.25,9,9,56,71,1,8.0,38.0
Magnolia Coffee,Bali Kintamani,91,North Carolina,Indonesia,Medium-Light,1.17,9,9,59,78,1,-5.0,120.0
Highwire Coffee Roasters,Rwanda Bufcafe,92,California,Rwanda,Medium,1.12,9,9,52,68,2,-2.0,30.0
Papa Lin's Coffee Roasting,Rwanda Karongi Gitesi,93,New York,Rwanda,Medium,1.33,9,9,50,66,2,-2.0,30.0
Orazure Hand Roasted Coffee,Rwanda Gitesi,93,Texas,Rwanda,Medium-Light,1.21,9,9,56,77,1,-2.0,30.0
GivCOFFEE,Rwanda Karongi Gitesi,93,Connecticut,Rwanda,Medium,1.21,9,9,50,63,2,-2.0,30.0
Four Barrel Coffee,Rwanda Cotecaga Bourbon,93,California,Rwanda,Light,1.42,9,9,62,82,0,-2.0,30.0
Blue Bottle Coffee,Rwanda Kirezi,93,California,Rwanda,Light,1.38,9,9,67,89,0,-2.0,30.0
Parisi Artisan Coffee,Ethiopia Sidamo Ardi Natural,93,Kansas,Ethiopia,Medium-Light,1.33,9,9,60,77,1,8.0,38.0
Parisi Artisan Coffee,Rwanda Kabirizi Washing Station,91,Kansas,Rwanda,Medium,1.33,8,9,51,70,2,-2.0,30.0
Bird Rock Coffee Roasters,Guji Zone Ethiopia,95,California,Ethiopia,Medium-Light,1.5,9,10,59,77,1,8.0,38.0
Chromatic Coffee,Keynote Perennial Brew,91,California,Brazil,Medium-Light,1.29,8,9,60,77,1,-10.0,-55.0
Mr. Espresso,Colombia El Bado,92,California,Colombia,Medium-Light,1.0,9,9,54,68,1,4.0,-72.0
Coda Coffee,Colombian Monserrate B,92,Colorado,Colombia,Medium-Light,1.08,9,9,58,69,1,4.0,-72.0
Papa Lin's Coffee Roasting,Colombia Tolima La Aldea,92,New York,Colombia,Medium-Light,1.5,8,9,52,70,1,4.0,-72.0
PT's Coffee Roasting Co.,Colombia Finca Santa Maria Caturra,92,Kansas,Colombia,Medium-Light,1.36,9,9,59,77,1,4.0,-72.0
Wonderstate Coffee,Organic Colombia Fondo Paez Cooperative,93,Wisconsin,Colombia,Medium-Light,1.31,8,9,59,74,1,4.0,-72.0
Paradise Roasters,Colombia Huila Million Pesos Natural,93,Minnesota,Colombia,Medium-Light,1.99,9,9,52,70,1,4.0,-72.0
Chromatic Coffee,Colombia San Agustin,93,California,Colombia,Medium-Light,1.42,9,9,58,71,1,4.0,-72.0
Sightglass Coffee,"Colombia Finca Monte Verde, Gildardo Gutierrez",94,California,Colombia,Medium-Light,1.62,9,9,58,73,1,4.0,-72.0
Equator Coffees & Teas,Colombia Cerro Azul Enano,94,California,Colombia,Medium-Light,1.28,9,9,60,79,1,4.0,-72.0
Thirty-Thirty Coffee Co.,Rwanda Kabirizi FTO,91,Illinois,Rwanda,Medium-Light,1.58,8,9,51,72,1,-2.0,30.0
JBC Coffee Roasters,Bufcafe Rwanda Espresso,91,Wisconsin,Rwanda,Medium,1.19,8,9,49,57,2,-2.0,30.0
Flight Coffee Co.,Ethiopia Amaro Gayo Dry Process,94,New Hampshire,Ethiopia,Medium-Light,1.12,9,9,60,81,1,8.0,38.0
Paradise Roasters,El Salvador Las Delicias Natural,93,Minnesota,El Salvador,Light,1.33,9,9,57,86,0,13.83,-88.92
Mystic Monk Coffee,Kenya Kikai,92,Wyoming,Kenya,Medium,1.17,8,9,53,65,2,1.0,38.0
Wild Goose Coffee Roasters,Ethiopia Sidamo,92,California,Ethiopia,Medium-Light,1.4,8,9,60,74,1,8.0,38.0
Revel Coffee,Ethiopia Gedeo Yirgacheffe,94,Montana,Ethiopia,Light,1.15,9,9,63,85,0,8.0,38.0
Caribou Coffee,Java Taman Dadar,89,Minnesota,Indonesia,Medium-Dark,1.06,8,8,44,47,3,-5.0,120.0
Paradise Roasters,Blue Sky Breakfast Blend,91,Minnesota,Ethiopia,Medium-Light,0.83,8,9,57,76,1,8.0,38.0
Whidbey Coffee,Whidbey Blend,91,Washington,Indonesia,Medium-Dark,0.92,9,9,40,43,3,-5.0,120.0
Ritual Coffee Roasters,Brazil Yellow Catuai Esperança Joao “Zinho” Souza,91,California,Brazil,Light,1.19,8,9,62,83,0,-10.0,-55.0
Papa Lin's Coffee Roasting,Brazil Fazenda Furnas Natural,92,New York,Brazil,Medium,1.5,8,9,54,64,2,-10.0,-55.0
Linea Caffe S.F.,Brazil Fazenda Sertaozinho,92,California,Brazil,Light,1.5,9,9,63,83,0,-10.0,-55.0
Roast Co. Artisan Coffees,Brazil Pedra Redonda,92,California,Brazil,Medium-Light,1.38,9,9,59,66,1,-10.0,-55.0
Victrola Coffee Roasters,Brasil Carmo De Minas Fazenda Monte Verde Bourbon,92,Washington,Brazil,Medium,1.16,9,9,50,65,2,-10.0,-55.0
Willoughby's Coffee & Tea,Brazil Yellow Bourbon Laranjal Farms,92,Connecticut,Brazil,Medium-Light,0.81,9,9,57,69,1,-10.0,-55.0
Ghost Town Coffee Roasters,Brazil Grota Funda,92,Montana,Brazil,Medium,1.12,8,9,51,62,2,-10.0,-55.0
