Roaster,Name,Rating,Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,With Milk,Acidity
Mystic Monk Coffee,Monk-Shot Kenyan Kabare (K-Cup compatible),90,"Clark, Wyoming",South-central Kenya.,Dark,0/70,$11.99/10 single-serve capsules,August2014,8,,8,8,8,,8
Equator Coffees & Teas,Ka’u Rusty’s Kenya Style Washed,93,"San Rafael, California","Ka'u growing district, ""Big Island"" of Hawaii.",Light,70/85,$29.95/8 ounces,August2014,9,,8,9,8,,9
Thanksgiving Coffee,Mahina Mele Kona,93,"Fort Bragg, California","Kona growing region, “Big Island” of Hawaii.",Medium-Light,50/73,$41.50/12 ounces,August2014,9,,8,9,8,,9
Rusty's Hawaiian Coffee,Classic Roast,93,"Pahala, Hawaii","Ka'u growing district, ""Big Island"" of Hawaii.",Medium,53/67,$19.00/8 ounces,August2014,9,,9,9,8,,8
Hula Daddy,High Mountain Io Fancy Light Roast,92,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii.",Medium-Light,59/77,$32.95/8 ounces,August2014,8,,9,9,8,,8
Big Island Coffee Roasters,Hawai’i Puna Kazumura,92,"Mountain View, Hawaii","Puna District, ""Big Island"" of Hawaii.",Medium-Light,56/68,$18.00/8 ounces,August2014,9,,8,9,8,5,8
Cafe Virtuoso,Hawaiian Kona Pau Hana Estate,92,"San Diego, California","Kona growing region, “Big Island” of Hawaii.",Medium,53/65,$35.00/8 ounces,August2014,9,,9,9,8,,8
Downtown Coffee,100% Kona Fancy,91,"Honolulu, Hawaii","Kona growing region, “Big Island” of Hawaii.",Medium,50/69,$27.40/7 ounces,August2014,8,,9,9,7,,8
Daylight Mind Coffee Company,100% Waialua Peaberry,90,"Kailua, Kona","Waialua, Oahu, Hawaii.",Medium-Light,59/68,$17.50/8 ounces,August2014,8,,8,8,8,,8
Kona Kimo Coffee,Haleakala Sunrise,90,"Terrace, British Colombia, Canada","Ka'anapali, Maui, Hawaii.",Medium-Light,53/75,CAD $15.95/12 ounces,August2014,8,,8,8,8,,8
Shearwater Organic Coffee Roasters,Organic Homacho Waeno Ethiopia,92,"Trumbull, Connecticut","Aleta Wondo, Sidama growing region, Ethiopia.",Medium-Light,54/68,$15.00/12 ounces,August2014,9,,9,9,7,,8
Old Soul Co.,Panama Elida Estate: Washed,93,"Sacramento, California","Boquete growing region, western Panama.",Medium,50/70,$18.00/12 ounces,August2014,9,,9,9,8,,8
JBC Coffee Roasters,Kii Kenya,94,"Madison, Wisconsin",South-central Kenya.,Medium-Light,58/73,$19.95/12 ounces,July2014,9,,9,9,8,,9
JBC Coffee Roasters,Harfusa Ethiopia Yirgacheffe Fair Trade Organic,93,"Madison, Wisconsin","Yirgacheffe growing district, southern Ethiopia.",Medium-Light,56/76,$16.85/12 ounces,July2014,8,,9,9,8,,9
JBC Coffee Roasters,Kii Kenya Espresso,92,"Madison, Wisconsin",South-central Kenya.,Medium-Light,58/73,$19.95/12 ounces,July2014,8,,9,9,8,9,
Temple Coffee and Tea,Ethiopia Boke Washed Grade 1,95,"Sacramento, California","Boke, Gamo Gofa Zone, Southern Ethiopia.",Medium-Light,57/82,$17.00/12 ounces,July2014,9,,9,10,8,,9
Wild Goose Coffee Roasters,Kenya Kahiriga,94,"Redlands, California","Murang’a County, central Kenya.",Medium-Light,56/74,$18.50/12 ounces,July2014,8,,9,9,9,,9
Klatch Coffee,Ethiopian Kochere Washed,93,"Los Angeles, California","Yirgacheffe growing region, southern Ethiopia.",Medium-Light,52/71,$14.95/12 ounces,July2014,9,,9,9,8,,8
The WestBean Coffee Roasters,Ethiopian Yirgacheffe Aricha,91,"San Diego, California","Yirgacheffe growing region, southern Ethiopia.",Medium-Light,57/74,$19.00/16 ounces,July2014,9,,8,9,7,,8
Bicerin Coffee,Ethiopian Medium Roast,92,"Toronto, Ontario, Canada","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium-Light,58/80,$14.50/12 ounces,July2014,9,,8,9,7,,9
Slingshot Coffee,Ready-to-Drink Coffee Cold Brew,94,"Raleigh, North Carolina","Yirgacheffe growing region, southern Ethiopia.",NA,/,$6.00/16 fluid ounces,July2014,,,9,9,8,9,9
Black Medicine,Iced Coffee,93,"Oakland, California",Ethiopia; Guatemala.,NA,/,$3.50/11 fluid ounces,July2014,,,9,9,8,9,8
Alchemy,Cold Brew,92,"Lawrence, Kansas","Yirgacheffe growing region, southern Ethiopia.",NA,/,$16.99/32 fluid ounces,July2014,,,8,9,8,9,8
Pier Coffee,Cold Brewed Coffee Concentrate,91,"Seattle, Washington","Bukeye Commune, Muramvye Province, Burundi.",NA,/,$14.50/32 fluid ounces,July2014,,,8,9,8,8,8
Secret Squirrel,Cold Brew Coffee,90,"Los Angeles, California",Not disclosed.,NA,/,$3.79/12 fluid ounces,July2014,,,8,8,7,9,8
Stumptown Coffee Roasters,Cold Brew Coffee,89,"Portland, Oregon",Not disclosed.,NA,0/0,$3.50/10.5 fluid ounces,July2014,,,8,8,8,8,7
Groundwork Coffee,Certified Organic Cold Brew Coffee,88,"Los Angeles, California",Not disclosed.,NA,/,$3.49/12 fluid ounces,July2014,,,8,8,8,7,7
Larry's Beans,Cold Brew Coffee,88,"Raleigh, North Carolina",Not disclosed.,NA,/,$3.96/12 fluid ounces,July2014,,,7,8,7,8,8
JBC Coffee Roasters,Chaquiro Colombia,91,"Madison, Wisconsin","Antioquia Department, central northwest Colombia.",Medium-Light,61/78,$14.55/12 ounces,July2014,9,,8,8,8,,8
Bird Rock Coffee Roasters,Elida Estate Panama,95,"La Jolla, California","Elida Estate, western Panama.",Medium-Light,57/74,$25.99/12 ounces,July2014,10,,9,9,8,,9
Flight Coffee Co.,Kenya Baragwi Kagongo Peaberry,94,"Bedford, New Hampshire",South-central Kenya.,Medium,49/71,$14.50/12 ounces,July2014,9,,9,9,9,,8
Flight Coffee Co.,Lift Off Espresso,93,"Bedford, New Hampshire","Minas Gerais State, Brazil; West Valley growing region, Costa Rica.",Medium-Light,52/71,$15.00/16 ounces,July2014,9,,8,9,8,9,
Flight Coffee Co.,Costa Rica Helsar Manuel Macho Arce,92,"Bedford, New Hampshire","West Valley growing region, Costa Rica.",Medium-Light,52/71,$14.50/12 ounces,July2014,8,,9,9,8,,8
JBC Coffee Roasters,El Guamal Colombia,92,"Madison, Wisconsin","Antioquia Department, central northwest Colombia.",Light,67/83,$14.75/12 ounces,July2014,8,,8,9,8,,9
Bird Rock Coffee Roasters,Sumatra Ulos Batak,96,"La Jolla, California","Northern Sumatra, Indonesia",Medium,53/68,$17.99/12 ounces,July2014,10,,9,10,9,,8
Bird Rock Coffee Roasters,Washed Yirgacheffe,94,"La Jolla, California","Kochere, Yirgacheffe growing region, south-central Ethiopia.",Medium-Light,54/76,$18.99/12 ounces,July2014,9,,8,9,9,,9
Revel Coffee,Espresso Blend,93,"Billings, Montana.",South America; Africa.,Medium-Light,61/79,$12.75/12 ounces,July2014,9,,8,9,8,9,
Revel Coffee,Ethiopia Natural Aricha,93,"Billings, Montana.","Yirgacheffe growing region, south-central Ethiopia.",Medium-Light,61/79,$13.75/12 ounces,July2014,9,,9,9,7,,9
Lexington Coffee Roasters,Kenya Kikai,95,"Lexington, Virginia","Bungoma region, western Kenya.",Medium-Light,57/77,$17.75/12 ounces,July2014,9,,9,9,9,,9
Lexington Coffee Roasters,Guatemala ASDECAFE,92,"Lexington, Virginia",Western Guatemala,Medium-Light,55/75,$13.50/12 ounces,July2014,8,,9,9,8,,8
Lexington Coffee Roasters,Ethiopia Kochere,91,"Lexington, Virginia","Kochere, Yirgacheffe growing region, southern Ethiopia.",Medium,50/65,$15.95/12 ounces,July2014,8,,8,9,8,,8
Victrola Coffee Roasters,Rwanda Hinga Kawa,93,"Seattle, Washington","Gakende District, Northern Province, Rwanda.",Medium,52/65,$16.50/12 ounces,June2014,9,,8,9,9,,8
Paradise Roasters,Mexico CESMACH FTO,92,"Ramsey, Minnesota","Chiapas State, southeastern Mexico.",Medium-Light,60/76,$14.95/12 ounces,June2014,9,,8,9,8,,8
Victrola Coffee Roasters,Burundi Mpanga,92,"Seattle, Washington","Kayanza Province, northern Burundi.",Medium-Light,58/69,$18.75/12 ounces,June2014,8,,8,9,8,,9
Just Love Coffee Roasters,Mexican Vera Cruz Finca Kassandra,90,"Murfreesboro, Tennessee","Vera Cruz growing region, Mexico.",Medium,48/61,$12.00/8 ounces,June2014,8,,8,9,8,,7
Barrington Coffee Roasting Co.,Las Margaritas Colombia Gesha,92,"Lee, Massachusetts","Valle del Cauca Department, Colombia.",Medium-Light,59/74,$38.45/12 ounces,June2014,9,,8,9,8,,8
Barrington Coffee Roasting Co.,El Diamante Huehuetenango Guatemala,92,"Lee, Massachusetts","Agua Dulce, Huehuetenango growing region, Guatemala.",Medium-Light,55/71,$16.45/12 ounces,June2014,8,,9,9,8,,8
Flight Coffee Co.,Ethiopia Yirgacheffe Kore Kochore,94,"Bedford, New Hampshire","Yirgacheffe growing region, south-central Ethiopia.",Medium-Light,59/76,$14.50/12 ounces,June2014,9,,8,9,9,,9
Caribou Coffee,Sombra del Poro Costa Rica,88,"Minneapolis, Minnesota","Tarrazu growing region, Costa Rica.",Medium,49/57,$14.99/16 ounces,June2014,7,,8,8,7,,8
Paradise Roasters,SO Espresso Brazil Fazenda Rainha Natural,94,"Ramsey, Minnesota","Mogiana Region, Minas Gerais State, Brazil.",Medium,54/66,$12.95/12 ounces,June2014,9,,9,9,9,8,
Fieldheads Coffee,Summit Premium Espresso Blend,92,"Kalispell, Montana",Not disclosed.,Medium-Dark,43/51,$10.75/12 ounces,June2014,8,,9,8,8,9,
Regular Coffee,Regular Coffee,90,"Grand Rapids, Michigan","Inza Municipality, Cauca Province, southwestern Colombia.",Medium,54/63,$30.00/24 ounces,June2014,8,,8,8,8,,8
Allegro Coffee,Organic Colombia El Roble,89,"Thornton, Colorado","Santander Department, Colombia.",Medium,56/63,$11.99/12 ounces,June2014,8,,8,8,7,,8
Revel Coffee,Papua New Guinea,90,"Billings, Montana","Wahgi Valley, Western Highlands, Papua New Guinea.",Medium-Light,56/71,$12.75/12 ounces,June2014,8,,8,8,8,,8
Topeca Coffee Roasters,Sulawesi Toarco Jaya,91,"Tulsa, Oklahoma","Toraja growing region, south-central Sulawesi, Indonesia.",Light,63/82,$14.99/12 ounces,June2014,8,,8,9,8,,8
Allegro Coffee,Papua New Guinea Baroida,91,"Thornton, Colorado","Eastern Highlands Province, Papua New Guinea",Medium,54/64,$11.99/12 ounces,June2014,9,,8,9,7,,8
Ghost Town Coffee Roasters,Sulawesi Toraja Mamasa,91,"Bozeman, Montana","Mamasa growing region, south-central Sulawesi, Indonesia",Medium,48/64,$13.00/12 ounces,June2014,9,,8,9,7,,8
PT's Coffee Roasting Co.,Papua New Guinea Sihereni,92,"Topeka, Kansas","Upper Asaro Valley, Eastern Papua New Guinea.",Medium-Light,58/75,$14.98/12 ounces,June2014,8,,8,9,8,,9
Blueprint Coffee,Sulawesi Tana Toraja,92,"St. Louis, Missouri","Toraja growing region, South Sulawesi, Indonesia",Medium-Light,61/78,$20.00/12 ounces,June2014,9,,8,9,8,,8
Propeller Coffee,Sulawesi PT Toarco,93,"Toronto, Ontario, Canada","Toraja growing region, southwestern Sulawesi, Indonesia",Medium-Light,58/68,$17.00/12 ounces,June2014,9,,9,9,8,,8
Chromatic Coffee,Papua New Guinea Kunjin,94,"San Jose, California","Wahgi Valley, Western Highlands, Papua New Guinea.",Light,64/82,$16.50/12 ounces,June2014,9,,9,9,8,,9
Caffe Luxxe,Ethiopia Sidama Ardi,94,"Santa Monica, California","Guji Zone, Sidama Province, southern Ethiopia.",Medium,52/61,$17.00/12 ounces,June2014,10,,8,9,9,,8
Propeller Coffee,Ace Espresso,93,"Toronto, Ontario, Canada",Brazil; Ethiopia,Medium-Light,58/66,$16.00/16 ounces,June2014,9,,8,9,8,9,
BeanFruit Coffee Co.,Colombia Piendamo Regional Select,92,"Jackson, Mississippi","Cauca Department, southwestern Colombia.",Medium-Light,60/75,$14.00/12 ounces,June2014,9,,8,9,8,,8
Allegro Coffee,Costa Rica Dota,88,"Thornton, Colorado","Santa Maria de Dota valley, Tarrazu growing region, Costa Rica.",Medium,54/67,$9.99/12 ounces,June2014,8,,8,8,7,,7
Allegro Coffee,Organic Peru Cecovasa,88,"Thornton, Colorado",Southern Peru,Medium,55/62,$11.99/12 ounces,June2014,8,,7,8,8,,7
Allegro Coffee,Sumatra Lintong,90,"Thornton, Colorado","Lintong growing region, northern Sumatra, Indonesia.",Medium-Dark,43/51,$11.99,June2014,8,,8,8,8,,
Allegro Coffee,Colombia Agustino Forest,90,"Thornton, Colorado","San Agustín growing region, Huila Department, southern Colombia",Medium,53/62,$9.99/12 ounces,June2014,8,,8,8,8,,8
Allegro Coffee,Kenya Grand Cru,93,"Thornton, Colorado",South-central Kenya.,Medium,52/62,$13.99/12 ounces,June2014,9,,8,9,8,,9
JBC Coffee Roasters,Celinga Ethiopia Espresso,94,"Madison, Wisconsin","Celinga Village, Yirgacheffe growing region, southern Ethiopia.",Medium-Light,57/73,$16.50/12 ounces,June2014,9,,9,9,9,9,
JBC Coffee Roasters,Celinga Ethiopia,95,"Madison, Wisconsin","Celinga Village, Yirgacheffe growing region, southern Ethiopia.",Medium-Light,57/73,$16.50/12 ounces,June2014,9,,9,10,8,,9
Cafe Grumpy,Kochere Yirgacheffe Ethiopia,92,"Brooklyn, New York","Yirgacheffe growing region, south-central Ethiopia.",Medium-Light,58/72,$18.00/12 ounces,June2014,9,,8,9,8,,8
Cafe Grumpy,Las Flores Honduras,90,"Brooklyn, New York","Santa Barbara Department, Honduras.",Medium-Light,61/72,$17.00/12 ounces,May2014,8,,8,8,8,,8
Temple Coffee and Tea,Brazil Serra Do Bone,93,"Sacramento, California","Matas de Minas growing region, Minas Gerais State, Brazil.",Light,65/84,$17.50/12 ounces,May2014,9,,8,9,9,,8
Temple Coffee and Tea,Brazil Araponga Temple Select,92,"Sacramento, California","Minas Gerais State, Brazil.",Medium-Light,61/77,$16.00/12 ounces,May2014,9,,8,9,8,,8
North Star Micro Roasters,Rwanda Gashonga,91,"Leeds, England, United Kingdom","Rusizi District, western Rwanda.",Light,63/90,£5.50/250 grams,May2014,9,,8,8,8,,8
Climpson & Sons Coffee Roasters,Kiawamururu Kenya,91,"London, England, United Kingdom","Nyeri growing region, south-central Kenya.",Light,63/80,£7.00/250 grams,May2014,8,,8,9,8,,8
Climpson & Sons Coffee Roasters,Doyo Coop Ethiopia,91,"London, England, United Kingdom","Jimma Zone, Oromia Region, southwestern Ethiopia.",Light,68/91,£6.50/250 grams,May2014,8,,8,9,8,,8
Horsham Coffee Roaster,Ethiopia Levelup Coffee Natural,92,"West Sussex, England, United Kingdom",Southern Ethiopia,Medium-Light,55/67,£5.00/227 grams,May2014,9,,8,9,8,,8
Artisan Roast,Gatomboya Bourbon SL28 Kenya,93,"Edinburgh, Scotland, United Kingdom","Nyeri growing region, south-central Kenya.",Medium,52/68,£7.45/250 grams,May2014,9,,8,9,8,,9
Spyhouse Coffee Roasters,Colombia Santiago Joven,93,"Minneapolis, Minnesota","Timana growing region, Huila Department, southern Colombia",Medium-Light,57/77,$17.00/12 ounces,May2014,9,,8,9,8,,9
Topeca Coffee Roasters,Ethiopia Ardi,92,"Tulsa, Oklahoma","Guji Zone, Sidama Province, southern Ethiopia.",Light,68/96,$14.99/12 ounces,May2014,9,,8,9,8,,8
Wonderstate Coffee,Congo Muungano,92,"Driftless, Wisconsin","Kalehe, Southern Kivu, Democratic Republic of the Congo.",Medium-Light,58/79,$15.75/12 ounces,May2014,8,,8,9,8,,9
Revel Coffee,Burundi Kayanza Gitika,92,"Billings, Montana","Kayanza Province, northern Burundi.",Light,64/84,$12.25/12 ounces,May2014,9,,8,9,8,,8
Caribou Coffee,Flor Del Huila,91,"Minneapolis, Minnesota","Garzon growing region, Huila Department, southern Colombia.",Medium,53/58,$16.99/16 ounces,May2014,8,,8,9,8,,8
Caribou Coffee,Tanzania Nyoni,90,"Minneapolis, Minnesota","Matengo Highlands, Ruvuma Region, southwestern Tanzania.",Medium,48/59,$16.99/16 ounces,May2014,8,,8,8,8,,8
Caribou Coffee,Copan Honduras,89,"Minneapolis, Minnesota","Copan Department, Honduras.",Medium,54/59,$16.99/16 ounces,May2014,8,,8,8,8,,7
Cambria Coffee,Ethiopia Danch Meng,94,"Cambria, California","Yirgacheffe growing region, south-central Ethiopia.",Medium-Light,57/77,$19.50/12 ounces,May2014,9,,9,9,8,,9
Compelling & Rich,Ethiopia Sidamo Bokasso Coop,91,"Beverly Hills, California","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium-Light,56/71,$10.00/8 ounces,May2014,9,,8,9,7,,8
Magnolia Coffee,Bali Kintamani,91,"Charlotte, North Carolina","Central Bali, Indonesia",Medium-Light,59/78,$13.99/12 ounces,May2014,9,,8,9,8,,7
Highwire Coffee Roasters,Rwanda Bufcafe,92,"Emeryville, California","Nyamagabe region, Rwanda.",Medium,52/68,$18.00/16 ounces,May2014,9,,8,9,8,,8
Papa Lin's Coffee Roasting,Rwanda Karongi Gitesi,93,"Yorktown Heights, New York","Kirambo, Karongi District, Rwanda.",Medium,50/66,$16.00/12 ounces,May2014,9,,9,9,8,,8
Orazure Hand Roasted Coffee,Rwanda Gitesi,93,"Woodlands, Texas","Karongi District, western Rwanda.",Medium-Light,56/77,$14.50/12 ounces,May2014,9,,8,9,8,,9
GivCOFFEE,Rwanda Karongi Gitesi,93,"Torrington, Connecticut","Kirambo, Karongi District, Rwanda.",Medium,50/63,$14.50/12 ounces,May2014,9,,8,9,8,,9
Four Barrel Coffee,Rwanda Cotecaga Bourbon,93,"San Francisco, California","Nyamasheke region, Rwanda.",Light,62/82,$17.00/12 ounces,May2014,9,,8,9,9,,8
Blue Bottle Coffee,Rwanda Kirezi,93,"Oakland, California","Nyanza region, Rwanda.",Light,67/89,$22.00/16 ounces,May2014,9,,9,9,8,,8
Parisi Artisan Coffee,Ethiopia Sidamo Ardi Natural,93,"Kansas City, Missouri","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium-Light,60/77,$16.00/12 ounces,April2014,9,,8,9,8,,9
Parisi Artisan Coffee,Rwanda Kabirizi Washing Station,91,"Kansas City, Missouri","Nyamyumba region, Rwanda.",Medium,51/70,$16.00/12 ounces,April2014,8,,8,9,8,,8
Bird Rock Coffee Roasters,Guji Zone Ethiopia,95,"La Jolla, California","Guji Zone, Oromia Region, Sidama Province, Ethiopia.",Medium-Light,59/77,$17.99/12 ounces,April2014,9,,9,10,9,,9
Chromatic Coffee,Keynote Perennial Brew,91,"San Jose, California","Sul de Minas growing region, southern Minas Gerais State, Brazil.",Medium-Light,60/77,$15.50/12 ounces,April2014,8,,8,9,8,,8
Mr. Espresso,Colombia El Bado,92,"Oakland, California","Narino Department, southern Colombia",Medium-Light,54/68,$12.00/12 ounces,April2014,9,,8,9,8,,8
Coda Coffee,Colombian Monserrate B,92,"Denver, Colorado","Huila Department, southwestern Colombia.",Medium-Light,58/69,$12.95/12 ounces,April2014,9,,8,9,8,,8
Papa Lin's Coffee Roasting,Colombia Tolima La Aldea,92,"Yorktown Heights, New York","Tolima Department, central Colombia",Medium-Light,52/70,$18.00/12 ounces,April2014,8,,8,9,8,,9
PT's Coffee Roasting Co.,Colombia Finca Santa Maria Caturra,92,"Topeka, Kansas","Narino Department, southern Colombia",Medium-Light,59/77,$16.38/12 ounces,April2014,9,,8,9,8,,8
Wonderstate Coffee,Organic Colombia Fondo Paez Cooperative,93,"Driftless, Wisconsin","Valle del Cauca growing region, Colombia.",Medium-Light,59/74,$15.75/12 ounces,April2014,8,,9,9,8,,9
Paradise Roasters,Colombia Huila Million Pesos Natural,93,"Ramsey, Minnesota","Huila Department, southwestern Colombia.",Medium-Light,52/70,$19.95/10 ounces,April2014,9,,8,9,8,,9
Chromatic Coffee,Colombia San Agustin,93,"San Jose, California","San Agustín growing region, Huila Department, southern Colombia",Medium-Light,58/71,$17.00/12 ounces,April2014,9,,8,9,9,,8
Sightglass Coffee,"Colombia Finca Monte Verde, Gildardo Gutierrez",94,"San Francisco, California","Herrera, Tolima Department, west-central Colombia.",Medium-Light,58/73,$19.50/12 ounces,April2014,9,,9,9,8,,9
Equator Coffees & Teas,Colombia Cerro Azul Enano,94,"San Rafael, California","Valle del Cauca growing region, Colombia.",Medium-Light,60/79,$15.35/12 ounces,April2014,9,,9,9,8,,9
Tony's Coffees & Teas,Colombia Cerro Azul Geisha,95,"Bellingham, Washington","Valle del Cauca growing region, Colombia.",Medium,52/63,$20.00/150 grams,April2014,9,,9,9,9,,9
Thirty-Thirty Coffee Co.,Rwanda Kabirizi FTO,91,"Peoria, Illinois","Nyamyumba region, Rwanda.",Medium-Light,51/72,$19.00/12 ounces,April2014,8,,8,9,8,,8
JBC Coffee Roasters,Twisted 3.0 Espresso,94,"Madison, Wisconsin",Not disclosed.,Medium,50/60,$15.75/12 ounces,April2014,9,,9,9,8,9,
JBC Coffee Roasters,Bufcafe Rwanda Espresso,91,"Madison, Wisconsin",Rwanda,Medium,49/57,$14.25/12 ounces,April2014,8,,8,9,8,8,
JBC Coffee Roasters,Rock the House Blend FTO,91,"Madison, Wisconsin",Not disclosed.,Medium,52/67,$14.25/12 ounces,April2014,9,,8,9,7,,8
Flight Coffee Co.,Ethiopia Amaro Gayo Dry Process,94,"Bedford, New Hampshire","Amaro region, southern Ethiopia.",Medium-Light,60/81,$13.50/12 ounces,March2014,9,,8,9,9,,9
Paradise Roasters,El Salvador Las Delicias Natural,93,"Ramsey, Minnesota","Apaneca-Ilamatepece Mountains, El Salvador.",Light,57/86,$15.95/12 ounces,March2014,9,,9,9,8,,8
Mystic Monk Coffee,Kenya Kikai,92,"Clark, Wyoming",South-central Kenya.,Medium,53/65,$13.99/12 ounces,March2014,8,,9,9,8,,8
Mystic Monk Coffee,Easter Sunrise Blend,90,"Clark, Wyoming",Not disclosed.,Medium-Light,53/70,$13.99/12 ounces,March2014,8,,8,8,8,,8
Mystic Monk Coffee,Monk-Shot Kenya Kikai (K-Cup compatible),90,"Clark, Wyoming",South-central Kenya.,Very Dark,0/59,$11.99/10 single-serve capsules,March2014,8,,8,8,8,,8
Mystic Monk Coffee,Monk-Shot Easter Sunrise Blend (K-Cup compatible),88,"Clark, Wyoming",Not disclosed.,Very Dark,0/61,$11.99/10 single-serve capsules,March2014,8,,8,8,7,,7
Wild Goose Coffee Roasters,Ethiopia Sidamo,92,"Redlands, California","Sidamo growing region, southern Ethiopia.",Medium-Light,60/74,$16.75/12 ounces,March2014,8,,8,9,8,,9
Revel Coffee,Ethiopia Gedeo Yirgacheffe,94,"Billings, Montana","Yirgacheffe growing region, south-central Ethiopia.",Light,63/85,$13.75/12 ounces,March2014,9,,8,9,9,,9
Caribou Coffee,Java Taman Dadar,89,"Minneapolis, Minnesota",Eastern Java; Indonesia.,Medium-Dark,44/47,$16.99/16 ounces,March2014,8,,8,8,8,,7
Paradise Roasters,Blue Sky Breakfast Blend,91,"Ramsey, Minnesota",Mexico; Ethiopia.,Medium-Light,57/76,$9.95/12 ounces,March2014,8,,8,9,8,,8
Whidbey Coffee,Whidbey Blend,91,"Clinton, Washington",South America; Central America; Indonesia.,Medium-Dark,40/43,$10.99/12 ounces,March2014,9,,8,9,7,9,
Ritual Coffee Roasters,Brazil Yellow Catuai Esperança Joao “Zinho” Souza,91,"San Francisco, California","Cerrado growing region, Minas Gerais State, Brazil.",Light,62/83,$14.25/12 ounces,March2014,8,,8,9,8,,8
Papa Lin's Coffee Roasting,Brazil Fazenda Furnas Natural,92,"Yorktown Heights, New York","Carmo de Minas growing region, Minas Gerais State, Brazil",Medium,54/64,$18.00/12 ounces,March2014,8,,9,9,8,,8
Linea Caffe S.F.,Brazil Fazenda Sertaozinho,92,"San Francisco, California","Sao Sebastiao da Grama, Sao Paulo state, south-central Brazil.",Light,63/83,$12.00/8 ounces,March2014,9,,8,9,8,,8
Roast Co. Artisan Coffees,Brazil Pedra Redonda,92,"Oakland, California","Matas de Minas growing region, Minas Gerais State, Brazil.",Medium-Light,59/66,$16.50/12 ounces,March2014,9,,8,9,8,,8
Victrola Coffee Roasters,Brasil Carmo De Minas Fazenda Monte Verde Bourbon,92,"Seattle, Washington","Mantiqeiras de Minas growing region, Minas Gerais State, Brazil.",Medium,50/65,$13.88/12 ounces,March2014,9,,8,9,9,,7
Willoughby's Coffee & Tea,Brazil Yellow Bourbon Laranjal Farms,92,"Branford, Connecticut","Pocos de Caldas, Minas Gerais State, Brazil.",Medium-Light,57/69,$12.99/16 ounces,March2014,9,,8,9,8,,8
Ghost Town Coffee Roasters,Brazil Grota Funda,92,"Bozeman, Montana","Carmo de Minas growing region, Minas Gerais State, Brazil",Medium,51/62,$13.50/12 ounces,March2014,8,,9,9,8,,8
Equator Coffees & Teas,Brazil Bela Vista Micro-Lot,93,"San Rafael, California","Dom Vicoso, Minas Gerais state, east-central Brazil.",Medium,53/68,$14.50/12 ounces,March2014,9,,8,9,8,,9
Chromatic Coffee,Brazil Leuven Santa Margarida Estate Lot 129,93,"San Jose, California","Minas Gerais State, Brazil.",Light,81/99,$16.00/12 ounces,March2014,9,,8,9,9,,8
Flight Coffee Co.,Rwanda Karongi Gitesi,94,"Bedford, New Hampshire","Kirambo, Karongi District, Rwanda.",Medium-Light,53/71,$14.50/12 ounces,March2014,9,,8,9,9,,9
JBC Coffee Roasters,Gelgelu Adame Ethiopia Yirgacheffe Organic Natural Process,96,"Madison, Wisconsin","Yirgacheffe growing region, south-central Ethiopia.",Light,63/81,$19.25/12 ounces,March2014,9,,9,10,9,,9
Regular Coffee,Regular Coffee,90,"Grand Rapids, Michigan","Lengupá Province, central Colombia.",Medium-Light,57/68,$20.00/24 ounces,March2014,8,,9,8,8,,7
Regular Coffee,Regular Coffee Decaf,87,"Grand Rapids, Michigan",Guatemala,Medium-Dark,38/60,$20.00/24 ounces,March2014,7,,9,7,7,,7
Paradise Roasters,Sulawesi Tana Toraja Peaberry,92,"Ramsey, Minnesota","Toraja growing region, South Sulawesi, Indonesia",Light,57/85,$15.95/12 ounces,February2014,9,,8,9,8,,8
Thirty-Thirty Coffee Co.,Ecuador Finca La Nube,93,"Peoria, Illinois","La Perla, Pichincha Province, Ecuador.",Medium-Light,57/80,$23.00/12 ounces,February2014,8,,9,9,9,,8
Thirty-Thirty Coffee Co.,Colombia Huila,92,"Peoria, Illinois","Huila Department, southwestern Colombia.",Medium-Light,55/72,$16.00/12 ounces,February2014,9,,8,9,8,,8
Cafe Virtuoso,Guatemala Guaya’B Huehuetenango,91,"San Diego, California","Huehuetenango growing region, Guatemala.",Medium,46/58,$15.00/12 ounces,February2014,8,,8,9,8,,8
Topeca Coffee Roasters,Ethiopia FTO Worka,95,"Tulsa, Oklahoma","Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",Light,66/88,$14.99/12 ounces,February2014,9,,8,10,9,,9
Caffe Luxxe,Testa Rossa Classic Espresso Blend,91,"Santa Monica, California",Ethiopia; Brazil; Indonesia.,Dark,38/43,$14.50/12 ounces,February2014,9,,8,9,7,8,
JBC Coffee Roasters,Aricha Ethiopia Yirgacheffe Natural Process,93,"Madison, Wisconsin","Yirgacheffe growing region, south-central Ethiopia.",Medium-Light,58/76,$15.99/12 ounces,February2014,9,,9,9,8,,8
Klatch Coffee,Kenya Makwa AB,96,"Los Angeles, California","Nyeri growing region, south-central Kenya.",Medium,54/67,$16.95/12 ounces,February2014,9,,9,9,9,,10
