Roaster,Name,Rating,Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,With Milk,Acidity
Allegro Coffee,Ethiopian Harrar,84,"Eastlake, Colorado",,Medium-Dark,46/38,,September2002,8,,7,6,,,na
Cafe Moto,Best of Africa Blend,85,"San Diego, California",,Dark,43/37,,September2002,8,,7,7,,,na
Ancora Coffee Roasters,Ethiopia Washed Yirgacheffe Horse,86,"Madison, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Dark,43/38,,September2002,9,,7,7,,,na
Torreo Coffee,Ethiopia Yirgacheffe Horse,86,"Philadelphia, Pennsylvania",,Medium-Dark,48/40,,September2002,7,,8,7,,,7
Cafe Campesino,Ethiopia Limu Fair-Trade,85,"Americus, Georgia","Limu growing region, west-central Ethiopia",Dark,43/38,,September2002,7,,7,7,,,na
Ancora Coffee Roasters,Kenya AA Nyeri Tatu,87,"Madison, Wisconsin",,Dark,41/38,,September2002,7,,6,7,,,7
Kavanaugh Coffee,Simply Yirgacheffe,87,"Berkeley, California",,Medium-Light,70/55,,September2002,7,,8,7,,,7
CC's Coffee,Kenya Medium Dark Roast,90,"Baton Rouge, Louisiana",South-central Kenya,Medium,63/55,,September2002,8,,8,7,,,8
Allegro Coffee,Kenya Grand Cru,93,"Thornton, Colorado",,Medium,63/55,,September2002,9,,8,8,,,8
Coffee Express,Mountain Country Viennese Roast,81,"Plymouth, Michigan",,Very Dark,48/0,,August2002,7,,8,7,,,7
Old City Coffee,Old City Blend,84,"Philadelphia, Pennsylvania",,Very Dark,60/0,,August2002,8,,7,7,,,6
Bikkimane Estate,India S795,85,India,,Very Dark,44/0,,August2002,7,,8,7,,,6
Bhagya Estate,India MNEB,85,"Bangalore, India",,Very Dark,43/0,,August2002,7,,7,8,,,6
Coffee Express,Mountain Country Indian Kents Plantation A,85,"Plymouth, Michigan",,Very Dark,53/0,,August2002,7,,7,7,,,6
Nandipura Coffee,India Dark Roast,86,"Bangalore, India",,Very Dark,36/0,,August2002,7,,8,7,,,n/a
Nandipura Coffee,India Full City Roast,86,"Bangalore, India",,Very Dark,45/0,,August2002,8,,8,8,,,6
Tata Coffee,India Jumboor Estate MNEB,90,"Bangalore, India","Coorg growing region, southern India.",Medium-Dark,47/NA,,August2002,8,,6,8,,,7
Devon Plantations,India Badnekhan Estate,92,"Bangalore, India","Chikmagalur growing region, southern India",Medium-Dark,47/NA,,August2002,9,,7,9,,,8
Capricorn Coffees,Capricorn Blend Decaffeinated,83,"San Francisco, California",,NA,0/0,,July2002,7,,6,8,,,6
Starbucks Coffee,Decaf Sumatra,86,"Seattle, Washington",,NA,0/0,,July2002,8,,7,7,,,na
Thanksgiving Coffee,Fair Trade Decaf Blend,86,"Fort Bragg, California",Not disclosed.,NA,0/0,,July2002,6,,8,8,,,7
Batdorf & Bronson,Decaf Skye’s Mountain Blend,87,"Olympia, Washington","Kenya, Colombia, Sumatra",NA,0/0,NA,July2002,8,,7,7,8,,7
Batdorf & Bronson,Decaf Mexico Organic,87,"Olympia, Washington",Mexico,NA,0/0,NA,July2002,8,,7,7,8,,7
CC's Coffee,Decaf Louisiana Blend Medium Dark,87,"Baton Rouge, Louisiana",,NA,0/0,,July2002,7,,8,7,,,7
Starbucks Coffee,Decaf Mocca Java,88,"Seattle, Washington",,NA,0/0,,July2002,7,,7,8,8,,7
CC's Coffee,Colombia Dark Roast Decaf,88,"Baton Rouge, Louisiana",,Medium-Dark,40/46,,July2002,7,,7,7,,,7
Koffie Kàn,Decaf,88,"Wenduine, Belgium",,NA,0/0,,July2002,8,,7,8,,,8
Capricorn Coffees,Ethiopia Sidamo Decaffeinated,89,"San Francisco, California",,NA,0/0,,July2002,8,,7,8,,,7
CC's Coffee,Sumatra Mandheling Decaf,92,"Baton Rouge, Louisiana","Lake Toba region, North Sumatra Province, Sumatra, Indonesia. ",Medium-Dark,39/45,,July2002,7,,8,8,,,7
PT's Coffee Roasting Co.,Costa Rica Lomas al Rio Organic,82,"Topeka, Kansas","Tarrazu growing region, Costa Rica",Medium-Dark,52/48,,June2002,7,,8,6,,,7
CoffeeMaria,Costa Rica Tarrazu,84,"Hanover Park, Illinois",,Medium-Dark,47/41,,June2002,7,,7,7,,,7
Polly's Gourmet Coffee,Costa Rica Tres Volcanos,85,"Long Beach, California",,Very Dark,45/0,,June2002,7,,7,7,,,7
Alpen Sierra,Costa Rica La Luna Tarrazu,86,"South Lake Tahoe, California","La Luna Estate, Tarrazu growing region, Costa Rica.",Very Dark,0/43,,June2002,7,,7,7,,,7
Flying Goat Coffee,Costa Rica La Magnolia,86,"Healdsburg, California","Tres Rios growing region, Costa Rica.",Medium-Dark,50/47,,June2002,7,,7,8,,,7
Café Britt,"Costa Rica Whole Bean, Espresso Roast",87,"Heredia, Costa Rica",,Medium-Dark,45/41,,June2002,8,,7,8,,,7
Neighbors Coffee,Costa Rican Escazu,88,"Oklahoma City, Oklahoma",,Medium-Dark,47/44,,June2002,7,,7,8,,,7
Flying Goat Coffee,"Costa Rica La Magnolia, 2000/01 crop",88,"Healdsburg, California",,Medium-Dark,49/47,,June2002,8,,7,8,,,8
Bucks County Coffee,Costa Rica Tres Rios,88,"Langhorne, Pennsylvania","Tres Rios growing region, Costa Rica.",Medium-Dark,53/46,,June2002,8,,8,7,,,7
Café Britt,"Costa Rica Whole Bean, Light Roast",90,"Heredia, Costa Rica",Costa Rica,Medium,55/48,,June2002,8,,8,8,,,8
Diedrich Coffee,Fazenda Sao Domingos,89,"Irvine, California","Sul de Minas growing region, Minas Gerais State, Brazil",Medium,55/60,,May2002,7,,7,7,,,8
Mr. Espresso,Fazenda Vargem Grande,88,"Oakland, California",,Medium,47/57,,May2002,8,,7,8,,,7
The Roasterie,Brazil Fazenda Lagoa Pulped Natural,88,"Kansas City, Missouri",,Medium,51/58,,May2002,8,,7,8,,,7
Rao's Coffee Roasting,Brazil Fazenda Wagner,87,"Amherst, Massachusetts",,Medium,50/54,,May2002,8,,8,7,,,8
PT's Coffee Roasting Co.,Brazil Serra Negra,87,"Topeka, Kansas",,Medium,48/55,,May2002,7,,8,8,,,7
The Coffee Tree Roasters,Brazil Fazenda Wagner,86,"Pittsburgh, Pennsylvania",,Medium-Dark,49/50,,May2002,6,,6,7,,,7
Neighbors Coffee,Brazil Pedra Azul,85,"Oklahoma City, Oklahoma",,Medium-Dark,49/52,,May2002,7,,7,7,,,6
Intelligentsia Coffee Roasters,Fazenda Vista Alegre Natural Dry,84,"Chicago, Illinois",,Dark,35/43,,May2002,7,,6,7,,,6
Alpen Sierra,Brasil Vargem Grande,84,"South Lake Tahoe, California",,Dark,38/na,,May2002,6,,6,7,,,6
The Roasterie,Brazil Fazenda Lagoa Natural,84,"Kansas City, Missouri",,Medium,47/56,,May2002,6,,7,7,,,5
Kavanaugh Coffee,Brazil,82,"Berkeley, California",,Very Dark,29/32,,May2002,5,,8,7,,,5
Intelligentsia Coffee Roasters,Black Cat Espresso,90,"Chicago, IL",Not disclosed,Dark,39/40,,April2002,8,,8,7,8,9,
Caffé Umbria,Gusto Crema Blend,89,"Seattle, Washington",Not disclosed,Dark,38/39,,April2002,8,,7,8,,,
Bucks County Coffee,Espresso Blend,87,"Langhorne, Pennsylvania",,Medium-Dark,39/44,,April2002,7,,8,9,,7,
Fratelli Lollino,Caffé Espresso,90,"Chicago, Illinois",Not disclosed.,Medium-Dark,38/44,,April2002,8,,7,6,,9,
San Francisco Coffee,Cable Car Blend,88,"Kuala Lumpur, Malaysia",Not disclosed.,Dark,34/37,,April2002,8,,7,7,,8,
Morning Star Coffee,Espresso Blend,88,"West Chester, Pennsylvania",Not disclosed.,Very Dark,34/34,,April2002,9,,7,7,,8,
Flying Goat Coffee,Brazil Mogiana Bourbon “Safira”,88,"Healdsburg, California","Mogiana growing region, Sao Paulo State, Brazil",Medium-Dark,43/44,,April2002,7,,8,8,,7,
Josuma Coffee,Malabar Gold Espresso,88,"Menlo Park, California",A blend of coffees from southern India.,Medium,45/59,,April2002,7,,8,6,,8,
Intelligentsia Coffee Roasters,Oromo Espresso,88,"Chicago, Illinois",Not disclosed.,Dark,34/37,,April2002,8,,7,7,8,8,
Coffees of Hawaii,Hawaiian Espresso Molokai Style,87,"Kualapuu, Molokai, Hawaii","Island of Molokai, Hawaii",Dark,38/39,,April2002,7,,6,7,,8,
Caffé Umbria,Bizzarri Blend,85,"Seattle, Washington",Not disclosed.,Very Dark,31/32,,April2002,7,,8,7,,7,
Rao's Coffee Roasting,Espresso Viennese,82,"Amherst, Massachusetts",Not disclosed.,Dark,36/42,,April2002,8,,6,7,,7,
MJB,Hawaiian Blend,89,"Sara Lee Coffee and Tea, New York, New York",,Very Dark,0/51,,March2002,7,,8,8,,,7
Dunkin' Donuts ,Original Blend,87,"Randolph, Massachusetts",,Medium,53/65,,March2002,8,,7,8,,,7
Eight O'Clock Coffee,Original Bean Coffee,86,"Montvale, New Jersey",,Medium-Dark,46/55,,March2002,7,,8,7,,,7
Illy,Medium Roast and Grind,85,"Trieste, Italy",,Very Dark,0/56,,March2002,6,,8,7,,,7
Nescafé ,"Kona Blend, Special Reserve Light Roast, Whole Bean",85,"Nestlé Beverage Division, Glendale, California",,Medium,47/59,,March2002,5,,6,8,,,7
Yuban,100% Colombian,84,"Rye Brook, New York",,Very Dark,0/46,,March2002,5,,7,7,,,5
Millstone,Mayan Black Onyx,83,"Cincinnati, Ohio",,Very Dark,24/28,,March2002,7,,7,7,,,1
Starbucks Coffee,"Colombia, Whole Bean",81,"Seattle, Washington",,Dark,37/40,,March2002,6,,7,7,,,6
MJB,European Roast,80,"Sara Lee Coffee & Tea, New York, New York",,Very Dark,0/40,,March2002,6,,7,6,,,6
Folgers,"French Roast, Whole Bean",79,"Procter & Gamble, Cincinnati, Ohio",,Medium-Dark,41/44,,March2002,6,,7,7,,,7
Hills Bros.,Coffee,78,"Sara Lee Coffee & Tea, Harrison, New York",,Very Dark,0/57,,March2002,6,,7,5,,,6
Nescafé ,"Cool Java Blend, Special Reserve Dark Roast",78,"Nestlé Beverage Division, Glendale, California",,Very Dark,0/25,,March2002,5,,7,5,,,1
Lavazza,Premium Drip Coffee,78,"New York, New York",,Dark,0/81,,March2002,3,,7,5,,,6
Café Buen Dia,Costa Rica Roast,77,"Fountain Valley, California",,Very Dark,0/38,,March2002,5,,7,5,,,5
Hills Bros.,Mild Roast,74,"Sara Lee Coffee & Tea, Harrison, New York",,Very Dark,0/67,,March2002,5,,6,5,,,5
Café Bustelo,Dark Roast,73,"Miami, Florida",,Very Dark,0/44,,March2002,5,,8,5,,,1
Folgers ,Classic Roast,73,"Procter & Gamble, Cincinnati, Ohio",,Very Dark,0/64,,March2002,6,,7,5,,,5
Maxwell House,Master Blend,72,"Kraft Foods, Tarrytown, New York",,Very Dark,0/63,,March2002,5,,7,6,,8,
Pele Plantations,"Brocksen Gate Estate Kona, Pele Roast",92,"Honaunau, Hawaii","Kona growing region, Big Island of Hawaii, Hawaii",Medium-Dark,44/51,,February2002,9,,8,9,,,8
Nani Kona Coffee,"Hawaii Nani Kona Private Reserve, Medium Roast",91,"Kailua-Kona, Hawaii","Kona growing region, Big Island of Hawaii, Hawaii",Medium-Dark,46/50,,February2002,10,,7,10,,,6
Kona Blue Sky Coffee,"Estate Reserve Kona, Dark Roast",90,"Holualoa, Hawaii","Kona growing region, Big Island of Hawaii, Hawaii",Medium-Dark,41/43,,February2002,8,,8,8,,,7
Kona Mountain Coffee,"Kona Mountain Coffee, Medium Roast",88,"Kealakekua, Hawaii",,Medium,49/57,,February2002,7,,7,8,,,8
Coffeemaria,Kona Fancy Greenwell Farms,88,"Hanover Park, Illinois",,Medium-Dark,37/47,,February2002,8,,8,8,,,8
Greenwell Farms,Greenwell Estate Private Reserve 100% Kona,87,"Kealakekua, Hawaii",,Medium-Dark,47/52,,February2002,7,,7,8,,,8
Starbucks Coffee,Kona 100% Pure,87,"Seattle, Washington",,Dark,38/43,,February2002,6,,7,9,,,7
Kauai Coffee,"Kauai Estate Reserve Peaberry, Dark Roast",87,"Eleele, Kauai, Hawaii","Island of Kauai, Hawaii",Dark,34/42,,February2002,8,,8,8,,,5
Waimea Coffee,"Organic Kona, Sakamoto Estate Aged Peaberry, Dark Roast",85,"Kamuela, Hawaii",,Dark,34/39,,February2002,9,,8,7,,,6
Coffees of Hawaii,Muleskinner Dark Roast,85,"Kualapuu, Molokai, Hawaii",,Dark,32/38,,February2002,7,,7,7,,,6
Lion Coffee,"Kona 24-Karat, Light-Medium Roast",80,"Honolulu, Hawaii",,Dark,33/37,,February2002,6,,7,6,,,6
Heavenly Hawaiian Coffee,"The Other Farm Estate Kona, Vienna Roast",78,"Holualoa, Hawaii",,Medium-Dark,41/49,,February2002,6,,8,5,,,5
Coffeemaria,Honduras Strictly High Grown,90,"Hanover Park, Illinois","Marcala growing region, Honduras",Medium-Dark,41/46,,December2001,7,,9,7,,,7
Allegro Coffee,Organic El Salvador,88,"Thornton, Colorado",,Medium,53/62,,December2001,7,,6,7,,,7
Neighbors Coffee,Sierra Madre,87,"Oklahoma City, Oklahoma",,Medium,51/60,,December2001,7,,7,7,,,7
Allegro Coffee,Organic Mexican,87,"Thornton, Colorado",,Medium,51/58,,December2001,7,,8,7,,,7
Caffe Ibis,"Organic Mexican Altura, Full City Roast",86,"Logan, Utah",,Medium-Dark,42/45,,December2001,8,,8,7,,,6
Coffeemaria,Mexico Chiapas Altura,86,"Hanover Park, Illinois",,Medium-Dark,42/49,,December2001,8,,8,7,,,7
Counter Culture Coffee,Organic El Salvador,85,"Durham, North Carolina",,Medium-Dark,41/44,,December2001,7,,8,7,,,6
Stone Cup Roasting,Dutch Flowers Blend,84,"Chattanooga, Tennessee",,Medium-Dark,43/46,,December2001,6,,7,7,,,7
Counter Culture Coffee,Organic Nicaragua,82,"Durham, North Carolina","Segovia growing region, Nicaragua",Dark,37/38,,December2001,7,,7,7,,,5
Caffe Ibis,Organic Aztec Dark,81,"Logan, Utah",Mexico,Dark,35/37,,December2001,7,,8,6,,,NA
Thanksgiving Coffee,"Fair Trade Coffee, Light Roast",88,"Fort Bragg, California","San Juan Laguna, Lake Atitlan growing region, Guatemala.",NA,/,,August2001,7,,8,8,,,7
Thanksgiving Coffee,Songbird Shade Grown Costa Rican,87,"Fort Bragg, California",,NA,/,,August2001,8,,7,8,,,7
Santa Cruz Coffee Company,Sumatra French Roast,81," Watsonville, California","Aceh Province, northern Sumatra.",NA,/,,August2001,5,,6,7,,,
Green Mountain Coffee Roasters,Organic Sumatran Reserve,85," Waterbury, Vermont","Gayo Mountain growing region, Aceh Province, northern Sumatra, Indonesia.",NA,/,,August2001,7,,7,7,,,6
Green Mountain Coffee Roasters,Organic Mexican Select,86," Waterbury, Vermont","Oaxaca State, Mexico.",NA,/,,August2001,8,,6,8,,,7
Kaladi Brothers Coffee,Guatemala Atitlan “La Voz”,87," Anchorage, Alaska",,NA,/,,August2001,7,,7,8,,,7
Greyfriar's Coffee & Tea,Organic Peru La Florida,81," Chattanooga, Tennessee",Northern Peru.,NA,/,,August2001,6,,6,7,,,5
Café Campesino,Organic Guatemala Highlands,86," Americus, Georgia","San Marcos growing region, southwestern Guatemala.",NA,/,,August2001,7,,7,7,,,7
Caffe Ibis,Organic Costa Rican Dark,85," Logan, Utah",,NA,/,,August2001,7,,8,7,,,
Taylor Maid Farms,Nicaragua Miraflor,87," Sebastopol, California",,NA,/,,August2001,8,,8,8,,,7
Santa Cruz Coffee Company,Beethoven’s Viennese Blend,86," Watsonville, California",,NA,/,,August2001,6,,7,8,,,6
Thanksgiving Coffee,Fair Trade Coffee Decaf,86,"Fort Bragg, California","San Juan Laguna, Lake Atitlan growing region, Guatemala.",NA,/,,August2001,7,,8,8,,,6
Caribou Coffee,Daybreak Morning Blend,93," Minneapolis, Minnesota",,NA,/,,June2001,9,,7,8,,,8
Coffee Roasters of Pasadena,Chuck Roast,89," Pasadena, California",,NA,/,,June2001,7,,7,8,,,7
Neighbors Coffee,Pride of the Andes,88," Oklahoma City, Oklahoma",,NA,/,,June2001,7,,6,8,,,5
Café Moto,Moto Brew,87," San Diego, California",,NA,/,,June2001,7,,9,7,,,
Intelligentsia Coffee Roasters,Solstice Blend,86,"Chicago, Illinois",Not disclosed,NA,0/0,,June2001,7,,7,7,8,,7
PJ's Coffee & Tea,Viennese Blend,86," New Orleans, Louisiana",,NA,/,,June2001,7,,6,7,,,5
Café Moto,Dolphin Blend,85," San Diego, California",,NA,/,,June2001,7,,8,7,,,
Polly's Gourmet Coffee,Polly’s Blend,85," Long Beach, California",,NA,/,,June2001,6,,7,7,,,6
Coffee Roasters of Pasadena,Gamble House Blend,85," Pasadena, California",,NA,/,,June2001,8,,7,7,,,7
Classic Coffees Roasting Co.,Wake Up! Carolina,84," Raleigh, North Carolina",,NA,/,,June2001,6,,6,7,,,5
Polly's Gourmet Coffee,Alan’s Blend,84," Long Beach, California",,NA,/,,June2001,7,,7,7,,,5
Classic Coffees Roasting Co.,Eastern Carolina Morning Blend,86," Raleigh, North Carolina",,NA,/,,June2001,7,,8,8,,,8
Lerida Estate,Special Reserve – Green,89," Boquete Valley, Panama","Boquete Valley, Chiriqui Province, Panama",NA,/,,April2001,,,7,9,,,7
The Roasterie,Indonesian Kalossi,92," Kansas City, Missouri",,NA,/,,March2001,7,,8,8,,,6
Sunrise Coffee,Celebes Kalossi,90," San Leandro, California",,NA,/,,March2001,7,,9,9,,,7
Orleans Coffee Exchange,Sulawesi Toraja,90," New Orleans, Louisiana",,NA,/,,March2001,7,,8,8,,,6
Alpen Sierra Coffee,Celebes Toraja Kalossi,88," South Lake Tahoe, California",,NA,/,,March2001,8,,9,7,,,5
Los Gatos Coffee Roasting Company,Celebes Kalossi,87," Los Gatos, California",,NA,/,,March2001,7,,8,8,,,5
Plantation Coffee Roasters,Sulawesi,86," Elk Grove, California",,NA,/,,March2001,7,,9,7,,,5
Montana Coffee Traders,Celebes,85," Whitefish, Montana",,NA,/,,March2001,9,,8,7,,,7
Orleans Coffee Exchange,Sulawesi Toraja Dark,84," New Orleans, Louisiana",,NA,/,,March2001,8,,8,7,,,
Silver Canyon Coffee,Aged Sumatra,85," Boulder, Colorado",,NA,/,,December2000,6,,8,7,,,VeryLow
Martinez Fine Coffees,Brazilian Cerrado Capim Branco,86," Atlanta, Georgia","Cerrado region, Brazil",NA,/,NA,December2000,7,,8,8,6,,7
White Horse Coffee & Tea,India Monsoon Malabar,81," Sutherlin, Oregon",,NA,/,,December2000,6,,5,6,,,VeryLow
A'Roma Roasters,Blue de Brasil,80," Santa Rosa, California",,NA,/,,December2000,7,,7,6,,,Low
Tamer International,"Tamer Low Acid Coffee Beans, Regular",70," Seattle, Washington",,NA,/,,December2000,5,,8,3,,,VeryLow
A'Roma Roasters,Indian Mysore Plantation,85," Santa Rosa, California",,NA,/,,December2000,8,,8,7,,,Low
Café La Semeuse,Classique High Roasted,85,NA,,NA,/,,December2000,7,,7,6,,,Low
Trader Joe's,Low Acid Arabica,83," South Pasadena, California",,NA,/,,December2000,7,,6,5,,,Moderate
Silver Canyon Coffee,Sumatra,83," Boulder, Colorado",,NA,/,,December2000,7,,7,6,,,VeryLow
Tamer International,Guatemala Antigua with Coffee Tamer added,83," Seattle, Washington",,NA,/,,December2000,,,7,6,,,Moderate
Equator Estate Coffees & Teas,Nicaragua Segovia Organic/Fair Trade,88,"San Rafael, California",,NA,0/0,,September2000,8,,8,7,8,,5
Green Mountain Coffee Roasters,Organic Mexican Select,88," Waterbury, Vermont",,NA,/,,September2000,8,,8,7,,,8
Blue Mountain Trading Company,Elders Blend Gourmet Mayan Coffee,88," LaGrande, Oregon",,NA,/,,September2000,7,,7,8,,,7
Thanksgiving Coffee,Aztec Harvest Breakfast Blend,86,"Fort Bragg, California",,NA,/,,September2000,7,,7,8,,,6
Green Mountain Coffee Roasters,La Esperanza,86," Waterbury, Vermont",,NA,/,,September2000,8,,7,7,,,5
Sacred Grounds Organic Coffee,Guatemalan Aroma Roast,84," Arcata, California",,NA,/,,September2000,6,,7,7,,,6
Café Mystique Coffee,Peru Mid-Roast,82," Montreal, Quebec, Canada",,NA,/,,September2000,5,,8,7,,,6
Equator Estate Coffees & Teas,Viennese Roast,80," San Rafael, California",,NA,/,,September2000,5,,7,6,,,4
Café Mystique Coffee,Mexican Mid/Light Roast,84," Montreal, Quebec, Canada",,NA,/,,September2000,7,,6,7,,,6
Uncommon Grounds,Fair-Trade Organic Nicaraguan,84," Berkeley, California",,NA,/,,September2000,7,,7,7,,,5
La Colombe Torrefaction,Nizza Blend,90,"Philadelphia, Pennsylvania",,NA,0/0,,August2000,9,,8,8,7,8,
Mr. Espresso,Gold Medal Blend,89," Oakland, California",,NA,/,,August2000,8,,7,8,,,
Illy Espresso,Espresso,87," Trieste, Italy",,NA,/,,August2000,7,,7,8,,,
Espresso Vivace,Espresso Vita,87," Seattle, Washington",,NA,/,,August2000,7,,9,8,,,
Jeremiah's Pick Gourmet Coffee,Espresso,86," San Francisco, California",,NA,/,,August2000,8,,7,6,,,
Flying Goat Coffee,Espresso Ticino,86," Healdsburg, California",,NA,/,,August2000,9,,6,6,,,
Café Society Coffee,Espresso Sessuale,86," Dallas, Texas",,NA,/,,August2000,8,,8,6,,,
Mr. Espresso,Organic Neapolitan Espresso,85," Oakland, California",,NA,/,,August2000,7,,7,7,,,
Dawson Taylor Coffee Roasters,Finca La Tacita,95," Boise, Idaho",,NA,/,,June2000,9,,7,9,,,7
Thanksgiving Coffee,Boquete Region Panamanian Coffee,92,"Fort Bragg, California",,NA,0/0,,June2000,8,,7,9,,,7
Sunrise Coffee,El Salvador,91," San Leandro, California",,NA,/,,June2000,8,,7,8,,,8
CoffeeAM.com,Panama La Torcaza,90," Atlanta, Georgia",,NA,/,,June2000,9,,7,8,,,7
The Roasterie,Panama – Baru Estate,90," Kansas City, Missouri",,NA,/,,June2000,8,,8,8,,,8
Seattle's Best Coffee,Costa Rica Taparto,90,"Seattle, Washington",,NA,/,,June2000,8,,7,9,,,7
Dean & Deluca,House Blend,88," St. Helena, California",,NA,/,,June2000,7,,7,7,,,8
Thanksgiving Coffee,Nicaraguan Maragogipe Light Roast,85,"Fort Bragg, California",,NA,0/0,,June2000,5,,8,7,,,5
Premier Roasters,Guatemalan Antigua,85," San Francisco, California",,NA,/,,June2000,6,,6,8,,,8
Raven's Brew Coffee,El Salvador Borbollon,83," Ketchikan, Alaska",,NA,/,,June2000,6,,6,7,,,7
Yemen Coffee Processing,Yemen Mocha Mattari – Green,84," Sana_a, Yemen",,NA,/,,May2000,7,,6,7,,,6
Uncommon Grounds,Organic Timor,93," Berkeley, California",,NA,/,,April2000,8,,8,10,,,7
PT's Coffee Roasting Co.,Guatemalan Organic,91," Topeka, Kansas",,NA,/,,April2000,9,,7,8,,,7
Humboldt Bay Coffee,Organic East Timor,91," Eureka, California",,NA,/,,April2000,8,,7,8,,,7
PT's Coffee Roasting Co.,Papua New Guinea Organic,89," Topeka, Kansas","Morobe Province, Papua New Guinea.",NA,/,,April2000,7,,8,8,,,7
Arbuckle Coffee,Guatemala Atitlan,88," Tucson, Arizona","Lake Atitlan basin, south central Guatemala.",NA,/,,April2000,7,,6,8,,,8
Arbuckle Coffee,El Paraiso,87," Tucson, Arizona",,NA,/,,April2000,7,,6,8,,,7
D & M Coffee,Peruvian Organic,87," Ellensburg, Washington",,NA,/,,April2000,8,,8,7,,,5
